layers,from,to,weight
l4ORP_l5PO,Maintain vehicles,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Maintain vehicles,Train stations (major),1
l4ORP_l5PO,Maintain vehicles,Vehicle depots,1
l4ORP_l5PO,Maintain vehicles,Vehicle maintenance services,1
l4ORP_l5PO,Maintain watercourses,Council offices,1
l4ORP_l5PO,Maintain watercourses,Environmental regulators,1
l4ORP_l5PO,Maintain watercourses,Water provider offices,1
l4ORP_l5PO,Manage pests,Agriculture and aquaculture,1
l4ORP_l5PO,Manage pests,Air bases,1
l4ORP_l5PO,Manage pests,Airports (major),1
l4ORP_l5PO,Manage pests,Airports (minor),1
l4ORP_l5PO,Manage pests,Aquariums,1
l4ORP_l5PO,Manage pests,Botanical gardens,1
l4ORP_l5PO,Manage pests,Common green areas,1
l4ORP_l5PO,Manage pests,Council offices,1
l4ORP_l5PO,Manage pests,Environmental regulators,1
l4ORP_l5PO,Manage pests,Grasslands and meadows,1
l4ORP_l5PO,Manage pests,Home and outdoor maintenance services,1
l4ORP_l5PO,Manage pests,Lakes and ponds,1
l4ORP_l5PO,Manage pests,Manufacturing (consumer discretionary),1
l4ORP_l5PO,Manage pests,Nature reserves,1
l4ORP_l5PO,Manage pests,Parks,1
l4ORP_l5PO,Manage pests,Real estate management offices,1
l4ORP_l5PO,Manage pests,Residential gardens,1
l4ORP_l5PO,Manage pests,Rivers and streams,1
l4ORP_l5PO,Manage pests,Stormwater retention,1
l4ORP_l5PO,Manage pests,Veterinary practices,1
l4ORP_l5PO,Manage pests,Wetlands,1
l4ORP_l5PO,Manage pests,Wildlife,1
l4ORP_l5PO,Manage pests,Zoos,1
l4ORP_l5PO,Manage property,Auction houses,1
l4ORP_l5PO,Manage property,Council offices,1
l4ORP_l5PO,Manage property,Real estate management offices,1
l4ORP_l5PO,Manufacture consumer discretionary,Manufacturing (consumer discretionary),1
l4ORP_l5PO,Manufacture consumer staples,Manufacturing (consumer staples),1
l4ORP_l5PO,Manufacture gas and oil equipment and supplies,Manufacturing (energy),1
l4ORP_l5PO,Manufacture healthcare equipment and supplies,Manufacturing (healthcare),1
l4ORP_l5PO,Manufacture industrial equipment and supplies,Manufacturing (industrials),1
l4ORP_l5PO,Manufacture materials,Manufacturing (materials),1
l4ORP_l5PO,Manufacture telecommunication equipment and supplies,Manufacturing (IT hardware),1
l4ORP_l5PO,Monitor environment,Environmental consulting and quantity surveying firms,1
l4ORP_l5PO,Monitor environment,Environmental regulators,1
l4ORP_l5PO,Monitor environment,Observatories,1
l4ORP_l5PO,Monitor environment,Research and consulting services,1
l4ORP_l5PO,Monitor environment,Wastewater treatment works,1
l4ORP_l5PO,Monitor environment,Water provider offices,1
l4ORP_l5PO,Monitor environment,Water treatment works,1
l4ORP_l5PO,Monitor neighbourhood,Police stations,1
l4ORP_l5PO,Monitor neighbourhood,Residential properties,1
l4ORP_l5PO,Monitor neighbourhood,Surveillance cameras,1
l4ORP_l5PO,Process waste and recycling,Integrated waste facilities,1
l4ORP_l5PO,Process waste and recycling,Recycling centres,1
l4ORP_l5PO,Process waste and recycling,Waste sorting centres,1
l4ORP_l5PO,Provide a psychological sense of home,Armed forces headquarters,1
l4ORP_l5PO,Provide a psychological sense of home,Assisted living,1
l4ORP_l5PO,Provide a psychological sense of home,Residential gardens,1
l4ORP_l5PO,Provide a psychological sense of home,Residential properties,1
l4ORP_l5PO,Provide a psychological sense of home,Traveller sites,1
l4ORP_l5PO,Provide access to planning resources and services,Broadband provider offices,1
l4ORP_l5PO,Provide access to planning resources and services,Construction and engineering,1
l4ORP_l5PO,Provide access to planning resources and services,Council offices,1
l4ORP_l5PO,Provide access to planning resources and services,Electricity provider offices,1
l4ORP_l5PO,Provide access to planning resources and services,Environmental consulting and quantity surveying firms,1
l4ORP_l5PO,Provide access to planning resources and services,Gas provider offices,1
l4ORP_l5PO,Provide access to planning resources and services,Libraries and archives,1
l4ORP_l5PO,Provide access to planning resources and services,Research and consulting services,1
l4ORP_l5PO,Provide access to planning resources and services,Water provider offices,1
l4ORP_l5PO,Provide aesthetic value,Agriculture and aquaculture,1
l4ORP_l5PO,Provide aesthetic value,Aqueducts and viaducts,1
l4ORP_l5PO,Provide aesthetic value,Beaches,1
l4ORP_l5PO,Provide aesthetic value,Botanical gardens,1
l4ORP_l5PO,Provide aesthetic value,Bridges,1
l4ORP_l5PO,Provide aesthetic value,Canals,1
l4ORP_l5PO,Provide aesthetic value,Castles and fortifications,1
l4ORP_l5PO,Provide aesthetic value,Cemeteries,1
l4ORP_l5PO,Provide aesthetic value,Common green areas,1
l4ORP_l5PO,Provide aesthetic value,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Provide aesthetic value,Conference and exhibition centres (general),1
l4ORP_l5PO,Provide aesthetic value,Furnishing services,1
l4ORP_l5PO,Provide aesthetic value,Grasslands and meadows,1
l4ORP_l5PO,Provide aesthetic value,Historic points of interest,1
l4ORP_l5PO,Provide aesthetic value,Lakes and ponds,1
l4ORP_l5PO,Provide aesthetic value,Learned societies,1
l4ORP_l5PO,Provide aesthetic value,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Provide aesthetic value,Museums and art galleries,1
l4ORP_l5PO,Provide aesthetic value,Music and theatre venues,1
l4ORP_l5PO,Provide aesthetic value,Nature reserves,1
l4ORP_l5PO,Provide aesthetic value,Parks,1
l4ORP_l5PO,Provide aesthetic value,Parliamentary buildings,1
l4ORP_l5PO,Provide aesthetic value,Piers and boardwalks,1
l4ORP_l5PO,Provide aesthetic value,Playgrounds (outdoor),1
l4ORP_l5PO,Provide aesthetic value,Public art,1
l4ORP_l5PO,Provide aesthetic value,Public drinking water points,1
l4ORP_l5PO,Provide aesthetic value,Religious buildings,1
l4ORP_l5PO,Provide aesthetic value,Reservoirs,1
l4ORP_l5PO,Provide aesthetic value,Residential gardens,1
l4ORP_l5PO,Provide aesthetic value,Rivers and streams,1
l4ORP_l5PO,Provide aesthetic value,"Sports facilities (outdoor, permeable)",1
l4ORP_l5PO,Provide aesthetic value,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Provide aesthetic value,Stables,1
l4ORP_l5PO,Provide aesthetic value,Stormwater retention,1
l4ORP_l5PO,Provide aesthetic value,Street lights,1
l4ORP_l5PO,Provide aesthetic value,Town squares,1
l4ORP_l5PO,Provide aesthetic value,Train stations (major),1
l4ORP_l5PO,Provide aesthetic value,Wetlands,1
l4ORP_l5PO,Provide aesthetic value,Wildlife,1
l4ORP_l5PO,Provide aesthetic value,Zoos,1
l4ORP_l5PO,Provide alternative healthcare services,Healthcare (alternative),1
l4ORP_l5PO,Provide animal healthcare,Animal care,1
l4ORP_l5PO,Provide animal healthcare,Animal shelters,1
l4ORP_l5PO,Provide animal healthcare,Aquariums,1
l4ORP_l5PO,Provide animal healthcare,Veterinary practices,1
l4ORP_l5PO,Provide animal healthcare,Zoos,1
l4ORP_l5PO,Provide assisted living,Assisted living,1
l4ORP_l5PO,Provide assisted living,Homeless shelters,1
l4ORP_l5PO,Provide barrier to movement,"Barriers, gates, and fences",1
l4ORP_l5PO,Provide barrier to movement,Vehicle impounds,1
l4ORP_l5PO,Provide covered passageway,Tunnels,1
l4ORP_l5PO,Provide death-care services,Cemeteries,1
l4ORP_l5PO,Provide death-care services,Council offices,1
l4ORP_l5PO,Provide death-care services,Death-care services,1
l4ORP_l5PO,Provide death-care services,Hospitals (general),1
l4ORP_l5PO,Provide death-care services,Hospitals (with A&E),1
l4ORP_l5PO,Provide death-care services,Medical laboratories,1
l4ORP_l5PO,Provide death-care services,Police stations,1
l4ORP_l5PO,Provide death-care services,Registrar offices,1
l4ORP_l5PO,Provide death-care services,Religious buildings,1
l4ORP_l5PO,Provide dental healthcare services,Dental and orthodontal practices,1
l4ORP_l5PO,Provide dental healthcare services,Hospitals (general),1
l4ORP_l5PO,Provide dental healthcare services,Hospitals (with A&E),1
l4ORP_l5PO,Provide discretionary goods,Airports (major),1
l4ORP_l5PO,Provide discretionary goods,Animal care,1
l4ORP_l5PO,Provide discretionary goods,Apparel retail,1
l4ORP_l5PO,Provide discretionary goods,Attractions,1
l4ORP_l5PO,Provide discretionary goods,Automotive retail,1
l4ORP_l5PO,Provide discretionary goods,Bus stations,1
l4ORP_l5PO,Provide discretionary goods,Casinos and gaming,1
l4ORP_l5PO,Provide discretionary goods,Charity shops,1
l4ORP_l5PO,Provide discretionary goods,Computer and electronics shops,1
l4ORP_l5PO,Provide discretionary goods,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Provide discretionary goods,Conference and exhibition centres (general),1
l4ORP_l5PO,Provide discretionary goods,Creative spaces,1
l4ORP_l5PO,Provide discretionary goods,Furnishing services,1
l4ORP_l5PO,Provide discretionary goods,Healthcare (alternative),1
l4ORP_l5PO,Provide discretionary goods,Higher education,1
l4ORP_l5PO,Provide discretionary goods,Home and outdoor maintenance retail,1
l4ORP_l5PO,Provide discretionary goods,Hospitals (general),1
l4ORP_l5PO,Provide discretionary goods,Hospitals (with A&E),1
l4ORP_l5PO,Provide discretionary goods,Locksmiths and cobblers,1
l4ORP_l5PO,Provide discretionary goods,Manufacturing (consumer discretionary),1
l4ORP_l5PO,Provide discretionary goods,Manufacturing (IT hardware),1
l4ORP_l5PO,Provide discretionary goods,Manufacturing (materials),1
l4ORP_l5PO,Provide discretionary goods,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Provide discretionary goods,Multi-line retail,1
l4ORP_l5PO,Provide discretionary goods,Observatories,1
l4ORP_l5PO,Provide discretionary goods,Other communal resources,1
l4ORP_l5PO,Provide discretionary goods,Other discretionary goods retail,1
l4ORP_l5PO,Provide discretionary goods,Post offices,1
l4ORP_l5PO,Provide discretionary goods,Schools,1
l4ORP_l5PO,Provide discretionary goods,Shopping centres,1
l4ORP_l5PO,Provide discretionary goods,Subway stations,1
l4ORP_l5PO,Provide discretionary goods,Supermarkets,1
l4ORP_l5PO,Provide discretionary goods,Train stations (major),1
l4ORP_l5PO,Provide discretionary goods,Train stations (minor),1
l4ORP_l5PO,Provide discretionary goods,Wholesale retail,1
l4ORP_l5PO,Provide drainage,Agriculture and aquaculture,1
l4ORP_l5PO,Provide drainage,Airports (minor),1
l4ORP_l5PO,Provide drainage,Aqueducts and viaducts,1
l4ORP_l5PO,Provide drainage,Botanical gardens,1
l4ORP_l5PO,Provide drainage,Brownfield sites,1
l4ORP_l5PO,Provide drainage,Camping grounds,1
l4ORP_l5PO,Provide drainage,Canals,1
l4ORP_l5PO,Provide drainage,Cemeteries,1
l4ORP_l5PO,Provide drainage,Common green areas,1
l4ORP_l5PO,Provide drainage,Council offices,1
l4ORP_l5PO,Provide drainage,Grasslands and meadows,1
l4ORP_l5PO,Provide drainage,Lakes and ponds,1
l4ORP_l5PO,Provide drainage,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Provide drainage,Nature reserves,1
l4ORP_l5PO,Provide drainage,Parks,1
l4ORP_l5PO,Provide drainage,Playgrounds (outdoor),1
l4ORP_l5PO,Provide drainage,Reservoirs,1
l4ORP_l5PO,Provide drainage,Residential gardens,1
l4ORP_l5PO,Provide drainage,Rivers and streams,1
l4ORP_l5PO,Provide drainage,Seas and tidal range,1
l4ORP_l5PO,Provide drainage,"Sports facilities (outdoor, permeable)",1
l4ORP_l5PO,Provide drainage,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Provide drainage,Springs and wells,1
l4ORP_l5PO,Provide drainage,Stormwater retention,1
l4ORP_l5PO,Provide drainage,Traveller sites,1
l4ORP_l5PO,Provide drainage,Wetlands,1
l4ORP_l5PO,Provide education services,Higher education,1
l4ORP_l5PO,Provide education services,Libraries and archives,1
l4ORP_l5PO,Provide education services,Nurseries,1
l4ORP_l5PO,Provide education services,Prison and jails,1
l4ORP_l5PO,Provide education services,Schools,1
l4ORP_l5PO,Provide employment,Accountancy firms,1
l4ORP_l5PO,Provide employment,Advertising,1
l4ORP_l5PO,Provide employment,Agriculture and aquaculture,1
l4ORP_l5PO,Provide employment,Air bases,1
l4ORP_l5PO,Provide employment,Airports (major),1
l4ORP_l5PO,Provide employment,Airports (minor),1
l4ORP_l5PO,Provide employment,Ambulance stations,1
l4ORP_l5PO,Provide employment,Animal care,1
l4ORP_l5PO,Provide employment,Animal shelters,1
l4ORP_l5PO,Provide employment,Apparel retail,1
l4ORP_l5PO,Provide employment,Apparel services,1
l4ORP_l5PO,Provide employment,Aquariums,1
l4ORP_l5PO,Provide employment,Armed forces barracks,1
l4ORP_l5PO,Provide employment,Armed forces headquarters,1
l4ORP_l5PO,Provide employment,Armed forces training grounds,1
l4ORP_l5PO,Provide employment,Assisted living,1
l4ORP_l5PO,Provide employment,Attractions,1
l4ORP_l5PO,Provide employment,Auction houses,1
l4ORP_l5PO,Provide employment,Automotive retail,1
l4ORP_l5PO,Provide employment,Bank headquarters,1
l4ORP_l5PO,Provide employment,Banks,1
l4ORP_l5PO,Provide employment,Bars and nightclubs,1
l4ORP_l5PO,Provide employment,Beauty services,1
l4ORP_l5PO,Provide employment,Blood banks,1
l4ORP_l5PO,Provide employment,Botanical gardens,1
l4ORP_l5PO,Provide employment,Broadband provider offices,1
l4ORP_l5PO,Provide employment,Broadcasting,1
l4ORP_l5PO,Provide employment,Bus stations,1
l4ORP_l5PO,Provide employment,Business services,1
l4ORP_l5PO,Provide employment,Cafes,1
l4ORP_l5PO,Provide employment,Career and employment support services,1
l4ORP_l5PO,Provide employment,Casinos and gaming,1
l4ORP_l5PO,Provide employment,Castles and fortifications,1
l4ORP_l5PO,Provide employment,Cemeteries,1
l4ORP_l5PO,Provide employment,Charity organisations,1
l4ORP_l5PO,Provide employment,Charity shops,1
l4ORP_l5PO,Provide employment,Children's clubs,1
l4ORP_l5PO,Provide employment,Cinemas,1
l4ORP_l5PO,Provide employment,Citizens Advice Bureaus,1
l4ORP_l5PO,Provide employment,Community centres,1
l4ORP_l5PO,Provide employment,Computer and electronics shops,1
l4ORP_l5PO,Provide employment,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Provide employment,Conference and exhibition centres (general),1
l4ORP_l5PO,Provide employment,Construction and engineering,1
l4ORP_l5PO,Provide employment,Consumer finance,1
l4ORP_l5PO,Provide employment,Council offices,1
l4ORP_l5PO,Provide employment,Couriers,1
l4ORP_l5PO,Provide employment,Courthouses,1
l4ORP_l5PO,Provide employment,Coworking office spaces,1
l4ORP_l5PO,Provide employment,Creative spaces,1
l4ORP_l5PO,Provide employment,Day centres,1
l4ORP_l5PO,Provide employment,Death-care services,1
l4ORP_l5PO,Provide employment,Dental and orthodontal practices,1
l4ORP_l5PO,Provide employment,Dining and catering services,1
l4ORP_l5PO,Provide employment,Diplomatic buildings,1
l4ORP_l5PO,Provide employment,Distribution centres,1
l4ORP_l5PO,Provide employment,Driving schools,1
l4ORP_l5PO,Provide employment,Eateries,1
l4ORP_l5PO,Provide employment,Electricity provider offices,1
l4ORP_l5PO,Provide employment,Environmental consulting and quantity surveying firms,1
l4ORP_l5PO,Provide employment,Environmental regulators,1
l4ORP_l5PO,Provide employment,Events management,1
l4ORP_l5PO,Provide employment,Exterior building trades,1
l4ORP_l5PO,Provide employment,Financial advisors,1
l4ORP_l5PO,Provide employment,Fire stations,1
l4ORP_l5PO,Provide employment,Food banks,1
l4ORP_l5PO,Provide employment,Furnishing retail,1
l4ORP_l5PO,Provide employment,Furnishing services,1
l4ORP_l5PO,Provide employment,Gas provider offices,1
l4ORP_l5PO,Provide employment,Healthcare (alternative),1
l4ORP_l5PO,Provide employment,Healthcare (physiotherapy),1
l4ORP_l5PO,Provide employment,Healthcare (specialist),1
l4ORP_l5PO,Provide employment,Healthcare outpatient services,1
l4ORP_l5PO,Provide employment,Higher education,1
l4ORP_l5PO,Provide employment,Home and outdoor maintenance retail,1
l4ORP_l5PO,Provide employment,Home and outdoor maintenance services,1
l4ORP_l5PO,Provide employment,Homeless shelters,1
l4ORP_l5PO,Provide employment,Hospitals (general),1
l4ORP_l5PO,Provide employment,Hospitals (with A&E),1
l4ORP_l5PO,Provide employment,Hotels,1
l4ORP_l5PO,Provide employment,Insurance provider offices,1
l4ORP_l5PO,Provide employment,Integrated waste facilities,1
l4ORP_l5PO,Provide employment,Interior building trades,1
l4ORP_l5PO,Provide employment,Internet cafes,1
l4ORP_l5PO,Provide employment,IT software and services,1
l4ORP_l5PO,Provide employment,Learned societies,1
l4ORP_l5PO,Provide employment,Legal services,1
l4ORP_l5PO,Provide employment,Libraries and archives,1
l4ORP_l5PO,Provide employment,Lifeboat stations,1
l4ORP_l5PO,Provide employment,Locksmiths and cobblers,1
l4ORP_l5PO,Provide employment,Manufacturing (consumer discretionary),1
